Date,BRENT_OIL_Price,BRENT_OIL_Open,BRENT_OIL_High,BRENT_OIL_Low,BRENT_OIL_Vol.,BRENT_OIL_Change %
04/12/22,104.64,99.35,105.6,98.9,273.95K,6.26%
04/11/22,98.48,103.21,103.3,97.57,238.69K,-4.18%
04/08/22,102.78,101.42,103.3,99.65,217.64K,2.19%
04/07/22,100.58,101.78,103.59,98.41,296.03K,-0.48%
04/06/22,101.07,105.7,108.67,100.54,286.52K,-5.22%
04/05/22,106.64,108.51,109.9,104.53,203.06K,-0.83%
04/04/22,107.53,104.08,108.68,102.89,218.68K,3.01%
04/01/22,104.39,105.25,106.24,102.35,238.62K,-3.26%
03/31/22,107.91,112.81,112.94,106.5,8.68K,-4.88%
03/30/22,113.45,112,114.8,110.74,72.33K,2.92%
03/29/22,110.23,110.1,114.83,104.84,93.68K,-2.00%
03/28/22,112.48,119.9,119.9,109.06,150.82K,-6.77%
03/25/22,120.65,118.88,120.92,115.16,133.46K,1.36%
03/24/22,119.03,121.56,123.74,116.93,177.66K,-2.11%
03/23/22,121.6,114.7,122.34,114.45,224.53K,5.30%
03/22/22,115.48,117.04,119.48,112.64,204.66K,-0.12%
03/21/22,115.62,107.5,116.8,107.06,196.49K,7.12%
03/18/22,107.93,106.8,109.59,105.78,168.91K,1.21%
03/17/22,106.64,98.61,107.5,97.75,200.95K,8.79%
03/16/22,98.02,99.14,103.7,96.93,246.82K,-1.89%
03/15/22,99.91,105.34,105.71,97.44,318.12K,-6.54%
03/14/22,106.9,113.15,113.15,103.49,265.91K,-5.12%
03/11/22,112.67,110.26,113.91,107.13,287.39K,3.05%
03/10/22,109.33,112.65,118.36,109,352.34K,-1.63%
03/09/22,111.14,130.28,131.64,105.6,521.58K,-13.16%
03/08/22,127.98,124.56,133.15,121.31,469.99K,3.87%
03/07/22,123.21,122.79,139.13,119.04,419.93K,4.32%
03/04/22,118.11,114.23,118.98,109.62,334.41K,6.93%
03/03/22,110.46,115.27,119.84,109.4,452.52K,-2.19%
03/02/22,112.93,107.34,115.11,106.83,490.57K,7.58%
03/01/22,104.97,98.43,107.67,98.3,492.51K,3.94%
02/28/22,100.99,101.98,105.07,99.64,22.96K,3.12%
02/25/22,97.93,100.69,101.99,96,68.98K,-1.16%
02/24/22,99.08,98.08,105.79,97.56,167.79K,2.31%
02/23/22,96.84,96.65,98.71,95.81,238.63K,0.00%
02/22/22,96.84,96.55,99.5,95.8,316.38K,1.52%
02/21/22,95.39,94.29,97.4,92.57,217.04K,1.98%
02/18/22,93.54,92.73,94.15,90.12,348.35K,0.61%
02/17/22,92.97,92.2,94.5,92.14,347.79K,-1.94%
02/16/22,94.81,93.49,96.07,91.11,393.79K,1.64%
02/15/22,93.28,95.81,96.26,92.06,378.25K,-3.32%
02/14/22,96.48,95.2,96.78,93.44,373.09K,2.16%
02/11/22,94.44,91.17,95.66,90.51,452.11K,3.31%
02/10/22,91.41,91.75,93.1,90.88,369.01K,-0.15%
02/09/22,91.55,91.08,92.09,90.05,294.00K,0.85%
02/08/22,90.78,92.63,92.93,89.93,368.55K,-2.06%
02/07/22,92.69,92.75,94,92.13,317.29K,-0.62%
02/04/22,93.27,91.3,93.7,91.2,322.13K,2.37%
02/03/22,91.11,89.07,91.3,88.02,301.79K,1.83%
02/02/22,89.47,89.48,90.52,88.28,319.43K,0.35%
02/01/22,89.16,89.62,89.96,87.72,271.77K,-2.25%
01/31/22,91.21,90.8,91.48,90.61,11.01K,1.31%
01/28/22,90.03,89.98,91.7,89.41,102.01K,0.77%
01/27/22,89.34,89.7,91.04,89,131.70K,-0.69%
01/26/22,89.96,87.95,90.47,87.79,260.11K,2.00%
01/25/22,88.2,86.76,88.37,86.2,256.21K,2.24%
01/24/22,86.27,87.93,88.9,85.04,309.89K,-1.84%
01/21/22,87.89,86.75,88.23,85.71,288.21K,-0.55%
01/20/22,88.38,87.89,89.5,87.05,279.52K,-0.07%
01/19/22,88.44,88.65,89.17,87.61,350.94K,1.06%
01/18/22,87.51,86.47,88.66,86.44,356.88K,1.19%
01/17/22,86.48,86.15,86.71,85.54,139.82K,0.49%
01/14/22,86.06,84.12,86.5,83.99,304.72K,1.88%
01/13/22,84.47,84.87,85.1,83.79,265.20K,-0.24%
01/12/22,84.67,83.78,85.21,83.52,301.39K,1.13%
01/11/22,83.72,81.08,83.98,80.89,324.94K,3.52%
01/10/22,80.87,81.76,82.3,80.5,300.65K,-1.08%
01/07/22,81.75,82,83,81.42,286.11K,-0.29%
01/06/22,81.99,80.22,82.83,79.61,353.16K,1.47%
01/05/22,80.8,80.07,81.5,79.51,331.74K,1.00%
01/04/22,80,78.91,80.55,78.62,291.68K,1.29%
01/03/22,78.98,78.11,79.28,77.04,201.03K,1.54%
12/31/21,77.78,78.81,79.68,77.55,148.96K,-1.94%
12/30/21,79.32,79.19,79.66,78.5,10.90K,0.11%
12/29/21,79.23,79.28,80.17,78.13,69.63K,0.37%
12/28/21,78.94,78.67,79.85,78.48,50.41K,0.43%
12/27/21,78.6,76.32,79.08,75.75,85.39K,3.23%
12/24/21,76.14,76.72,76.79,75.75,30.54K,-0.92%
12/23/21,76.85,75.47,77,74.78,161.24K,2.07%
12/22/21,75.29,74.05,75.67,73.62,166.71K,1.77%
12/21/21,73.98,71.88,74.27,71.24,214.07K,3.44%
12/20/21,71.52,72.82,72.87,69.28,333.76K,-2.72%
12/17/21,73.52,74.5,74.98,72.65,231.41K,-2.00%
12/16/21,75.02,74.47,75.61,74,223.64K,1.54%
12/15/21,73.88,73.25,74.58,72.5,233.19K,0.24%
12/14/21,73.7,74.42,75.16,72.57,277.86K,-0.93%
12/13/21,74.39,75.37,76.39,74.2,265.51K,-1.01%
12/10/21,75.15,73.99,75.71,73.8,221.36K,0.98%
12/09/21,74.42,75.94,76.7,73.84,283.39K,-1.85%
12/08/21,75.82,75.44,76.37,74.38,322.08K,0.50%
12/07/21,75.44,73.6,76.27,73.2,312.28K,3.23%
12/06/21,73.08,70.24,73.8,70.24,255.40K,4.58%
12/03/21,69.88,70.22,72.62,69.24,331.82K,0.30%
12/02/21,69.67,69.72,70.7,65.72,526.60K,1.16%
12/01/21,68.87,69.8,72.87,68.14,420.40K,-2.41%
11/30/21,70.57,74.42,74.56,70.22,24.82K,-3.91%
11/29/21,73.44,73.88,77.02,72.41,126.35K,0.99%
11/26/21,72.72,81.65,81.66,72.14,170.78K,-11.55%
11/25/21,82.22,82.24,82.58,81.7,80.45K,-0.04%
11/24/21,82.25,81.88,83,81.74,231.07K,-0.07%
11/23/21,82.31,79.51,82.6,78.55,366.60K,3.27%
11/22/21,79.7,78.58,80.07,77.58,350.90K,1.03%
11/19/21,78.89,81,82.24,78.05,479.93K,-2.89%
11/18/21,81.24,80.1,81.41,79.28,306.85K,1.20%
11/17/21,80.28,82.05,82.22,79.78,406.75K,-2.61%
11/16/21,82.43,82,83.14,81.52,340.72K,0.46%
11/15/21,82.05,81.92,82.49,80.67,273.72K,-0.15%
11/12/21,82.17,82.83,82.87,81.26,289.30K,-0.84%
11/11/21,82.87,82.85,83.44,81.66,336.14K,0.28%
11/10/21,82.64,84.99,85.5,82.08,366.31K,-2.52%
11/09/21,84.78,83.47,85.3,83.16,346.57K,1.62%
11/08/21,83.43,82.58,84,82.53,269.60K,0.83%
11/05/21,82.74,81.25,83.16,80.26,379.69K,2.73%
11/04/21,80.54,81.58,84.49,80.2,472.43K,-1.77%
11/03/21,81.99,84.07,84.2,81.1,380.11K,-3.22%
11/02/21,84.72,84.45,85.23,83.76,317.07K,0.01%
11/01/21,84.71,83.63,85.12,83.03,302.90K,0.39%
10/29/21,84.38,84.33,84.83,83.79,22.77K,0.07%
10/28/21,84.32,84.21,84.59,82.32,118.14K,-0.31%
10/27/21,84.58,86.07,86.28,84.05,149.75K,-2.11%
10/26/21,86.4,86.03,86.5,85.27,222.56K,0.48%
10/25/21,85.99,85.65,86.7,85.43,294.55K,0.54%
10/22/21,85.53,84.52,85.93,83.82,298.35K,1.09%
10/21/21,84.61,85.9,86.1,83.36,373.65K,-1.41%
10/20/21,85.82,85.19,85.89,83.61,378.69K,0.87%
10/19/21,85.08,84.21,85.4,83.7,371.79K,0.89%
10/18/21,84.33,84.95,86.04,83.95,340.96K,-0.62%
10/15/21,84.86,84.3,85.1,84.16,276.47K,1.02%
10/14/21,84,83.45,84.5,83.18,316.64K,0.99%
10/13/21,83.18,83.1,83.69,82.2,333.68K,-0.29%
10/12/21,83.42,83.49,84.23,82.72,331.41K,-0.27%
10/11/21,83.65,82.65,84.6,82.54,330.44K,1.53%
10/08/21,82.39,82.38,83.43,81.96,360.97K,0.54%
10/07/21,81.95,80.98,82.5,79.08,393.10K,1.07%
10/06/21,81.08,82.57,83.47,80.6,401.36K,-1.79%
10/05/21,82.56,81.27,83.13,81.19,340.27K,1.60%
10/04/21,81.26,79.49,82,78.75,362.37K,2.50%
10/01/21,79.28,78.49,79.41,77.55,282.37K,0.97%
09/30/21,78.52,78.46,79.11,77.6,20.51K,-0.15%
09/29/21,78.64,78.25,79.4,77.5,97.97K,-0.57%
09/28/21,79.09,79.4,80.75,78.1,132.33K,-0.55%
09/27/21,79.53,78.25,79.9,78.21,231.13K,1.84%
09/24/21,78.09,77.26,78.24,76.85,163.23K,1.09%
09/23/21,77.25,75.9,77.35,75.6,226.59K,1.39%
09/22/21,76.19,74.56,76.26,74.49,255.75K,2.46%
09/21/21,74.36,74.33,75.18,73.26,258.71K,0.60%
09/20/21,73.92,75.33,75.4,73.52,313.75K,-1.88%
09/17/21,75.34,75.68,75.78,74.58,254.86K,-0.44%
09/16/21,75.67,75.46,75.87,74.48,236.51K,0.28%
09/15/21,75.46,73.92,76.13,73.78,289.45K,2.53%
09/14/21,73.6,73.62,74.28,73.08,278.58K,0.12%
09/13/21,73.51,72.88,73.92,72.69,244.73K,0.81%
09/10/21,72.92,71.37,73.15,70.94,250.51K,2.06%
09/09/21,71.45,72.61,73.2,70.88,377.81K,-1.58%
09/08/21,72.6,71.64,72.95,71.55,325.36K,1.27%
09/07/21,71.69,72.29,72.81,71.1,257.40K,-0.73%
09/06/21,72.22,72.57,72.78,71.51,127.87K,-0.54%
09/03/21,72.61,72.86,73.69,72.4,211.42K,-0.58%
09/02/21,73.03,71.31,73.47,70.92,255.42K,2.01%
09/01/21,71.59,71.68,72.38,70.42,282.49K,-1.92%
08/31/21,72.99,73.14,73.52,72.62,12.59K,-0.57%
08/30/21,73.41,73.25,73.69,72,68.66K,0.98%
08/27/21,72.7,71.53,72.76,71.17,92.20K,2.29%
08/26/21,71.07,71.94,72.13,70.66,179.57K,-1.63%
08/25/21,72.25,71,72.42,70.5,242.07K,1.69%
08/24/21,71.05,68.66,71.27,68.53,301.30K,3.35%
08/23/21,68.75,64.97,68.9,64.6,271.56K,5.48%
08/20/21,65.18,66.54,66.93,64.94,254.45K,-1.91%
08/19/21,66.45,67.57,67.64,65.57,345.97K,-2.61%
08/18/21,68.23,68.96,70.04,67.23,316.98K,-1.16%
08/17/21,69.03,69.77,70,68.82,239.96K,-0.69%
08/16/21,69.51,70.05,70.45,68.14,294.02K,-1.53%
08/13/21,70.59,71.12,71.38,70,202.42K,-1.01%
08/12/21,71.31,71.57,71.9,70.67,224.99K,-0.18%
08/11/21,71.44,70.83,71.72,69.07,324.04K,1.15%
08/10/21,70.63,69.35,71.24,68.94,246.13K,2.30%
08/09/21,69.04,70.26,70.26,67.6,353.68K,-2.35%
08/06/21,70.7,71.2,72.43,70.28,298.96K,-0.83%
08/05/21,71.29,70.27,71.5,69.75,261.05K,1.29%
08/04/21,70.38,72.33,72.83,70.11,370.13K,-2.80%
08/03/21,72.41,73.08,73.55,71.05,303.73K,-0.66%
08/02/21,72.89,75.39,75.39,72.31,304.87K,-4.51%
07/30/21,76.33,75.81,76.38,75.38,14.39K,0.37%
07/29/21,76.05,74.76,76.15,74.63,78.27K,1.75%
07/28/21,74.74,74.77,75.32,74.42,111.62K,0.35%
07/27/21,74.48,74.67,75.05,74.02,181.94K,-0.03%
07/26/21,74.5,74.12,74.84,72.75,210.64K,0.54%
07/23/21,74.1,73.56,74.22,73.32,181.66K,0.42%
07/22/21,73.79,72.24,73.9,71.74,251.60K,2.16%
07/21/21,72.23,68.92,72.38,68.63,306.32K,4.15%
07/20/21,69.35,68.99,69.73,67.44,316.48K,1.06%
07/19/21,68.62,72.86,73.34,67.75,510.92K,-6.75%
07/16/21,73.59,73.18,74.09,72.34,292.66K,0.16%
07/15/21,73.47,74.5,74.59,73.19,322.33K,-1.73%
07/14/21,74.76,76.28,76.72,73.79,376.94K,-2.26%
07/13/21,76.49,75.25,76.6,74.93,275.91K,1.77%
07/12/21,75.16,75.79,75.84,74.23,262.30K,-0.52%
07/09/21,75.55,74.39,75.8,73.8,248.18K,1.93%
07/08/21,74.12,73.35,74.4,72.11,314.34K,0.94%
07/07/21,73.43,74.69,75.99,72.6,387.43K,-1.48%
07/06/21,74.53,77.06,77.84,74.13,410.70K,-3.41%
07/05/21,77.16,76.23,77.26,75.7,157.22K,1.30%
07/02/21,76.17,75.64,76.43,75.21,236.22K,0.44%
07/01/21,75.84,74.69,76.74,74.55,405.16K,0.95%
06/30/21,75.13,75.18,75.6,74.39,15.06K,0.49%
06/29/21,74.76,74.67,75.51,73.9,94.94K,0.11%
06/28/21,74.68,75.99,76.6,74.51,142.11K,-1.97%
06/25/21,76.18,75.54,76.21,74.95,172.41K,0.82%
06/24/21,75.56,75.3,75.78,74.51,165.05K,0.49%
06/23/21,75.19,74.75,76.02,74.7,229.04K,0.51%
06/22/21,74.81,74.88,75.3,74.32,294.72K,-0.12%
06/21/21,74.9,73.33,74.95,72.98,265.47K,1.89%
06/18/21,73.51,73,73.76,72.18,231.55K,0.59%
06/17/21,73.08,73.8,74.5,72.01,336.64K,-1.76%
06/16/21,74.39,74.26,74.96,73.86,306.09K,0.54%
06/15/21,73.99,73.03,74.33,72.79,228.62K,1.55%
06/14/21,72.86,72.7,73.64,72.59,200.72K,0.23%
06/11/21,72.69,72.41,73.09,71.88,276.48K,0.23%
06/10/21,72.52,72.03,72.93,70.95,346.58K,0.42%
06/09/21,72.22,72.17,72.87,71.82,266.37K,0.00%
06/08/21,72.22,71.42,72.42,70.71,285.23K,1.02%
06/07/21,71.49,71.82,72.27,71.1,224.33K,-0.56%
06/04/21,71.89,71.25,72.17,70.73,222.00K,0.81%
06/03/21,71.31,71.27,71.99,70.66,229.79K,-0.06%
06/02/21,71.35,70.55,71.48,70.35,221.63K,1.57%
06/01/21,70.25,69.39,71.34,69.29,302.49K,1.34%
05/31/21,69.32,68.98,69.82,68.75,80.18K,-0.45%
05/28/21,69.63,69.69,69.92,69.26,21.26K,0.24%
05/27/21,69.46,68.78,69.51,68.11,86.51K,0.86%
05/26/21,68.87,68.55,69.17,68.02,134.62K,0.32%
05/25/21,68.65,68.47,68.9,67.83,183.13K,0.28%
05/24/21,68.46,66.72,68.64,66.46,227.25K,3.04%
05/21/21,66.44,65.22,66.94,64.57,257.64K,2.04%
05/20/21,65.11,66.63,67.17,64.8,388.16K,-2.33%
05/19/21,66.66,68.41,68.46,65.3,386.89K,-2.98%
05/18/21,68.71,69.61,70.24,67.28,378.02K,-1.08%
05/17/21,69.46,68.92,69.62,68.18,230.78K,1.09%
05/14/21,68.71,67,68.89,66.5,286.13K,2.48%
05/13/21,67.05,68.88,69.04,66.48,312.00K,-3.27%
05/12/21,69.32,68.78,69.9,68.18,310.30K,1.12%
05/11/21,68.55,68.29,68.75,67.13,321.86K,0.34%
05/10/21,68.32,68.74,69.2,67.41,265.60K,0.06%
05/07/21,68.28,68.26,68.65,67.39,262.58K,0.28%
05/06/21,68.09,68.47,69.37,67.93,273.28K,-1.26%
05/05/21,68.96,69.35,69.95,68.35,283.73K,0.12%
05/04/21,68.88,67.75,69.5,67.37,249.64K,1.95%
05/03/21,67.56,66.7,67.82,66.1,148.71K,0.46%
04/30/21,67.25,68.33,68.4,67.06,14.84K,-1.91%
04/29/21,68.56,67.18,68.95,67.13,91.52K,1.92%
04/28/21,67.27,66.58,67.85,66.13,148.95K,1.28%
04/27/21,66.42,65.76,66.8,65.66,222.92K,1.17%
04/26/21,65.65,66.1,66.26,64.57,257.58K,-0.70%
04/23/21,66.11,65.8,66.3,65.16,187.90K,1.09%
04/22/21,65.4,65.13,65.83,64.58,242.47K,0.12%
04/21/21,65.32,66.22,66.52,64.96,260.88K,-1.88%
04/20/21,66.57,67.2,68.08,65.51,328.24K,-0.72%
04/19/21,67.05,66.7,67.23,66.17,193.81K,0.42%
04/16/21,66.77,66.86,67.38,66.44,212.20K,-0.25%
04/15/21,66.94,66.38,67.03,65.95,240.31K,0.54%
04/14/21,66.58,64.01,66.9,63.88,323.04K,4.57%
04/13/21,63.67,63.24,64.19,63.18,242.41K,0.62%
04/12/21,63.28,63.03,64.31,62.41,257.84K,0.52%
04/09/21,62.95,63.28,63.49,62.57,216.24K,-0.40%
04/08/21,63.2,63.02,63.43,62.38,265.18K,0.06%
04/07/21,63.16,62.6,63.55,61.6,321.39K,0.67%
04/06/21,62.74,62.32,64.28,62.08,307.87K,0.95%
04/05/21,62.15,64.57,64.81,61.25,231.78K,-4.18%
04/01/21,64.86,63.12,65.17,62.38,480.37K,2.08%
03/31/21,63.54,64.13,64.79,63.53,9.70K,-0.94%
03/30/21,64.14,65.2,65.41,63.52,74.36K,-1.29%
03/29/21,64.98,64.58,65.46,63.13,91.75K,0.63%
03/26/21,64.57,62.01,64.89,61.85,147.74K,4.23%
03/25/21,61.95,63.99,64.19,60.98,202.58K,-3.82%
03/24/21,64.41,60.5,64.57,60.47,255.12K,5.95%
03/23/21,60.79,64.3,64.3,60.27,392.60K,-5.93%
03/22/21,64.62,64.53,65.12,63.45,236.34K,0.14%
03/19/21,64.53,62.99,64.95,62.07,446.11K,1.98%
03/18/21,63.28,67.77,68.15,61.45,516.08K,-6.94%
03/17/21,68,68.39,68.89,66.96,309.76K,-0.57%
03/16/21,68.39,68.81,68.94,67.36,248.99K,-0.71%
03/15/21,68.88,69.08,70.03,67.82,262.60K,-0.49%
03/12/21,69.22,69.59,69.9,69.03,251.54K,-0.59%
03/11/21,69.63,68.45,69.84,67.99,289.61K,2.55%
03/10/21,67.9,67.46,68.42,66.5,361.94K,0.56%
03/09/21,67.52,68.13,69.33,67.12,302.61K,-1.06%
03/08/21,68.24,69.97,71.38,67.8,352.59K,-1.61%
03/05/21,69.36,67.16,69.69,66.67,361.76K,3.93%
03/04/21,66.74,64.1,67.75,63.33,510.68K,4.17%
03/03/21,64.07,62.38,64.7,62.38,341.67K,2.19%
03/02/21,62.7,63.12,64.13,62.38,367.12K,-1.55%
03/01/21,63.69,64.85,65.93,63.17,291.91K,-3.69%
02/26/21,66.13,66.89,66.9,65.72,16.10K,-1.12%
02/25/21,66.88,67.2,67.7,66.48,109.65K,-0.24%
02/24/21,67.04,65.06,67.31,64.8,129.71K,2.55%
02/23/21,65.37,65.51,66.79,64.47,231.18K,0.20%
02/22/21,65.24,62.68,65.85,62.55,213.75K,3.70%
02/19/21,62.91,63.3,63.94,62.09,305.83K,-1.60%
02/18/21,63.93,65.02,65.52,63.22,420.56K,-0.64%
02/17/21,64.34,63.15,64.96,62.73,391.26K,1.56%
02/16/21,63.35,63.47,63.7,62.69,284.67K,0.08%
02/15/21,63.3,62.83,63.76,62.82,220.38K,1.39%
02/12/21,62.43,60.82,62.83,60.35,307.72K,2.11%
02/11/21,61.14,61.01,61.5,60.72,209.69K,-0.54%
02/10/21,61.47,61.21,61.69,60.87,287.71K,0.62%
02/09/21,61.09,60.8,61.34,60.05,319.50K,0.88%
02/08/21,60.56,59.43,60.72,59.43,269.31K,2.06%
02/05/21,59.34,59.17,59.79,59.08,229.42K,0.85%
02/04/21,58.84,58.59,59.12,58.04,244.07K,0.65%
02/03/21,58.46,57.85,58.94,57.5,276.86K,1.74%
02/02/21,57.46,56.35,58.05,56.33,337.68K,1.97%
02/01/21,56.35,54.91,56.53,54.6,288.25K,0.84%
01/29/21,55.88,55.52,56.37,55.31,19.94K,0.63%
01/28/21,55.53,55.41,56.59,55.31,122.48K,-0.50%
01/27/21,55.81,56.05,56.49,55.2,132.41K,-0.18%
01/26/21,55.91,55.93,56.34,55.39,163.20K,0.05%
01/25/21,55.88,55.26,56.02,55.07,198.27K,0.85%
01/22/21,55.41,56,56.03,54.48,269.37K,-1.23%
01/21/21,56.1,55.82,56.24,55.49,254.59K,0.04%
01/20/21,56.08,56.07,56.64,55.66,310.89K,0.32%
01/19/21,55.9,55.01,56.08,54.89,261.10K,2.10%
01/18/21,54.75,54.75,55.21,54.49,142.87K,-0.64%
01/15/21,55.1,56.41,56.5,54.64,298.41K,-2.34%
01/14/21,56.42,55.93,56.57,55.24,331.29K,0.64%
01/13/21,56.06,56.83,57.42,55.77,324.30K,-0.92%
01/12/21,56.58,55.66,56.79,55.51,288.14K,1.65%
01/11/21,55.66,56.24,56.39,54.99,295.07K,-0.59%
01/08/21,55.99,54.56,56.36,54.34,336.65K,2.96%
01/07/21,54.38,54.13,54.9,53.94,267.19K,0.15%
01/06/21,54.3,53.52,54.73,53.02,414.41K,1.31%
01/05/21,53.6,50.95,53.9,50.7,455.35K,4.91%
01/04/21,51.09,51.5,53.33,50.56,382.90K,-1.37%
12/31/20,51.8,51.49,51.84,50.9,133.22K,0.90%
12/30/20,51.34,51.32,51.56,51.04,17.63K,0.49%
12/29/20,51.09,51.02,51.63,50.86,91.33K,0.45%
12/28/20,50.86,51.25,52.02,50.53,81.06K,-0.84%
12/24/20,51.29,51.11,51.77,50.62,96.69K,0.18%
12/23/20,51.2,49.7,51.59,49.2,182.63K,2.24%
12/22/20,50.08,50.65,50.86,49.56,194.10K,-1.63%
12/21/20,50.91,52.22,52.32,49.2,288.74K,-2.58%
12/18/20,52.26,51.43,52.48,51.13,246.12K,1.48%
12/17/20,51.5,51.12,51.9,51.08,233.88K,0.82%
12/16/20,51.08,50.64,51.2,50.34,222.74K,0.63%
12/15/20,50.76,50.3,50.89,49.78,190.55K,0.93%
12/14/20,50.29,50.05,50.8,49.13,236.96K,0.64%
12/11/20,49.97,50.45,50.74,49.74,231.87K,-0.56%
12/10/20,50.25,49,51.06,48.86,288.73K,2.84%
12/09/20,48.86,48.84,49.55,48.4,267.79K,0.04%
12/08/20,48.84,48.58,49,48.09,225.24K,0.10%
12/07/20,48.79,49.23,49.43,48.4,207.51K,-0.93%
12/04/20,49.25,48.96,49.92,48.84,253.64K,1.11%
12/03/20,48.71,48,48.94,47.67,274.73K,0.95%
12/02/20,48.25,47.05,48.76,46.82,285.74K,1.75%
12/01/20,47.42,47.79,48.3,46.88,258.69K,-0.36%
11/30/20,47.59,47.91,47.99,46.85,20.68K,-1.22%
11/27/20,48.18,47.81,48.44,47.34,87.75K,0.79%
11/26/20,47.8,48.76,49.09,47.53,88.76K,-1.67%
11/25/20,48.61,47.8,49.06,47.72,231.03K,1.57%
11/24/20,47.86,45.9,48.03,45.89,263.24K,3.91%
11/23/20,46.06,45.08,46.12,44.89,267.25K,2.45%
11/20/20,44.96,44.15,45.24,44.05,264.01K,1.72%
11/19/20,44.2,43.96,44.57,43.79,210.30K,-0.32%
11/18/20,44.34,43.75,44.89,43.48,242.88K,1.35%
11/17/20,43.75,43.89,44.25,43.08,226.35K,-0.16%
11/16/20,43.82,42.71,44.67,42.71,268.43K,2.43%
11/13/20,42.78,43.2,43.34,42.63,216.74K,-1.72%
11/12/20,43.53,43.73,44.5,43.26,266.04K,-0.62%
11/11/20,43.8,43.77,45.3,43.6,346.77K,0.44%
11/10/20,43.61,41.75,44.11,41.71,315.25K,2.85%
11/09/20,42.4,39.65,43.48,39.46,393.05K,7.48%
11/06/20,39.45,40.63,40.69,39.34,255.44K,-3.62%
11/05/20,40.93,40.96,41.53,40.33,219.20K,-0.73%
11/04/20,41.23,40.13,41.33,39.42,250.87K,3.83%
11/03/20,39.71,39.26,40.45,38.65,278.63K,1.90%
11/02/20,38.97,37.37,39.36,35.74,326.07K,4.03%
10/30/20,37.46,37.5,38.1,36.8,20.19K,-0.50%
10/29/20,37.65,39.16,39.45,36.64,112.49K,-3.76%
10/28/20,39.12,40.61,40.7,38.75,163.83K,-5.05%
10/27/20,41.2,40.5,41.47,40.4,207.54K,1.83%
10/26/20,40.46,41.53,41.63,40.22,210.53K,-3.14%
10/23/20,41.77,42.4,42.8,41.5,205.21K,-1.63%
10/22/20,42.46,41.59,42.79,41.46,257.20K,1.75%
10/21/20,41.73,42.91,43.04,41.45,268.88K,-3.31%
10/20/20,43.16,42.45,43.3,42.19,252.05K,1.27%
10/19/20,42.62,42.69,43.23,42.36,209.06K,-0.72%
10/16/20,42.93,43.1,43.21,42.27,197.16K,-0.53%
10/15/20,43.16,43.45,43.48,41.56,295.28K,-0.37%
10/14/20,43.32,42.43,43.45,42.13,279.12K,2.05%
10/13/20,42.45,41.81,42.68,41.66,227.85K,1.75%
10/12/20,41.72,42.6,42.71,41.36,238.87K,-2.64%
10/09/20,42.85,43.36,43.57,42.61,254.62K,-1.13%
10/08/20,43.34,42.15,43.47,41.86,266.26K,3.22%
10/07/20,41.99,41.85,42.42,41.36,241.20K,-1.55%
10/06/20,42.65,41.41,42.84,41.22,291.68K,3.29%
10/05/20,41.29,39.19,41.78,39.14,273.76K,5.14%
10/02/20,39.27,40.65,40.77,38.79,337.41K,-4.06%
10/01/20,40.93,42.17,42.56,39.92,338.72K,-0.05%
09/30/20,40.95,40.66,40.98,40.3,19.38K,-0.19%
09/29/20,41.03,42.47,42.52,40.43,91.60K,-3.30%
09/28/20,42.43,41.87,42.62,41.48,91.82K,1.22%
09/25/20,41.92,41.85,42.33,41.52,129.40K,-0.05%
09/24/20,41.94,41.36,42.02,41.27,162.93K,0.41%
09/23/20,41.77,41.67,42.62,41.21,183.88K,0.12%
09/22/20,41.72,41.79,42.2,41.21,210.74K,0.68%
09/21/20,41.44,43.01,43.3,40.96,217.36K,-3.96%
09/18/20,43.15,43.22,43.8,42.53,204.66K,-0.35%
09/17/20,43.3,42.32,43.5,41.5,237.40K,2.56%
09/16/20,42.22,40.72,42.44,40.59,237.25K,4.17%
09/15/20,40.53,39.7,40.82,39.39,214.80K,2.32%
09/14/20,39.61,39.78,40.09,39.3,200.09K,-0.55%
09/11/20,39.83,39.96,40.34,39.38,211.88K,-0.57%
09/10/20,40.06,40.58,40.96,39.71,208.86K,-1.79%
09/09/20,40.79,39.65,41.2,39.37,278.22K,2.54%
09/08/20,39.78,42.08,42.23,39.31,363.53K,-5.31%
09/07/20,42.01,42.2,42.43,41.51,122.98K,-1.52%
09/04/20,42.66,43.76,44.54,42.3,270.96K,-3.20%
09/03/20,44.07,44.65,44.65,43.15,274.93K,-0.81%
09/02/20,44.43,45.83,46.05,44.2,260.14K,-2.52%
09/01/20,45.58,45.6,46.22,45.47,206.72K,0.66%
08/31/20,45.28,45.8,46.53,45.21,174.31K,0.51%
08/28/20,45.05,45.1,45.3,44.8,21.14K,-0.09%
08/27/20,45.09,45.7,45.87,44.56,102.26K,-1.21%
08/26/20,45.64,45.97,46.1,45.54,132.51K,-0.48%
08/25/20,45.86,45.12,46.07,45.08,178.31K,1.62%
08/24/20,45.13,44.5,45.18,44.29,176.64K,1.76%
08/21/20,44.35,45.03,45.08,43.59,221.99K,-1.22%
08/20/20,44.9,45.14,45.18,44.02,249.74K,-1.04%
08/19/20,45.37,45.17,45.48,44.81,174.88K,-0.20%
08/18/20,45.46,45.27,45.55,44.76,181.69K,0.20%
08/17/20,45.37,44.86,45.41,44.53,164.23K,1.27%
08/14/20,44.8,45.29,45.29,44.47,151.46K,-0.36%
08/13/20,44.96,45.32,45.58,44.82,148.41K,-1.03%
